订单编号,日期,地区,城市,品类,销售员,客户类型,单价,数量,销售额,折扣率
SO-2025-01058,2025-01-23,华北,天津,办公用品,徐鹏,老客,200.77,9.0,1806.93,0.1898
SO-2025-00152,2025-02-24,华东,杭州,数码配件,周涛,老客,2033.86,9.0,18304.74,0.2623
SO-2025-01126,2025-01-04,华北,北京,办公用品,赵磊,老客,58.8,3.0,176.4,0.0076
SO-2025-02343,2025-05-31,华东,杭州,数码配件,孙丽,老客,1723.5,9.0,15511.5,0.1251
SO-2025-03617,2025-04-09,华东,杭州,办公用品,杨帆,老客,839.94,10.0,8399.4,0.0788
SO-2025-03998,2025-03-29,华北,天津,数码配件,张伟,老客,2227.62,2.0,4455.24,0.1556
SO-2025-00401,2025-02-24,东北,沈阳,数码配件,赵磊,新客,685.88,18.0,12345.84,0.1296
SO-2025-02011,2025-02-11,华东,杭州,数码配件,黄霞,新客,2113.78,12.0,25365.36,0.0773
SO-2025-02044,2025-05-07,东北,大连,数码配件,张伟,老客,1708.99,9.0,15380.91,0.0894
SO-2025-02438,2025-01-17,华北,天津,家居生活,李娜,新客,2209.32,19.0,41977.08,0.1171
SO-2025-01494,2025-04-21,华北,天津,数码配件,张伟,新客,2786.48,17.0,47370.16,0.1417
SO-2025-01999,2025-02-17,华北,天津,办公用品,周涛,老客,741.12,13.0,9634.56,0.0592
SO-2025-02779,2025-01-31,华东,上海,家居生活,李娜,新客,2239.84,8.0,17918.72,0.0
SO-2025-04242,2025-05-02,华北,天津,家居生活,徐鹏,老客,20.14,17.0,342.38,0.2116
SO-2025-02302,2025-01-08,华北,北京,数码配件,杨帆,老客,2132.49,19.0,40517.31,0.2515
SO-2025-04502,2025-02-15,华南,深圳,办公用品,李娜,老客,1208.83,20.0,24176.6,0.1863
SO-2025-01074,2025-05-05,西南,成都,家居生活,徐鹏,老客,162.49,16.0,2599.84,0.0617
SO-2025-01398,2025-04-22,华南,深圳,办公用品,刘敏,老客,896.35,15.0,13445.25,0.1034
SO-2025-00554,2025-02-05,华东,南京,家居生活,陈静,老客,1232.78,16.0,19724.48,0.2823
SO-2025-02316,2025-03-25,华东,上海,办公用品,孙丽,老客,1460.16,6.0,8760.96,0.0
SO-2025-04973,2025-01-23,西南,成都,办公用品,徐鹏,老客,455.47,5.0,2277.35,0.1261
SO-2025-02158,2025-04-07,华北,北京,家居生活,杨帆,老客,952.62,18.0,17147.16,0.051
SO-2025-04053,2025-03-08,华北,天津,办公用品,孙丽,老客,1349.24,17.0,22937.08,0.0
SO-2025-03985,2025-05-02,华东,南京,数码配件,徐鹏,老客,47.19,14.0,660.66,0.1547
SO-2025-00905,2025-01-13,华南,深圳,家居生活,王强,新客,1107.35,,,0.1866
SO-2025-00495,2025-04-08,华北,北京,办公用品,陈静,老客,1192.24,6.0,7153.44,0.0
SO-2025-00477,2025-06-06,华南,广州,家居生活,陈静,老客,1194.38,,,0.0887
SO-2025-00956,2025-03-02,西南,重庆,家居生活,李娜,老客,1377.93,1.0,1377.93,0.2314
SO-2025-04534,2025-02-01,华北,北京,办公用品,孙丽,老客,1367.57,2.0,2735.14,0.2601
SO-2025-04761,2025-03-14,华北,北京,数码配件,张伟,老客,1003.77,14.0,14052.78,0.1184
SO-2025-04771,2025-01-08,华北,天津,办公用品,周涛,新客,587.55,19.0,11163.45,0.0488
SO-2025-00037,2025-05-10,华北,天津,家居生活,李娜,新客,830.8,19.0,15785.2,0.2377
SO-2025-01890,2025-03-28,华东,杭州,数码配件,王强,新客,864.98,3.0,2594.94,0.2315
SO-2025-02644,2025-02-23,华东,南京,数码配件,周涛,新客,1830.99,8.0,14647.92,0.2583
SO-2025-01235,2025-06-19,华东,南京,办公用品,孙丽,新客,2083.12,15.0,31246.8,0.0486
SO-2025-02718,2025-02-05,华东,南京,办公用品,王强,新客,718.04,16.0,11488.64,0.2015
SO-2025-04962,2025-03-26,华北,北京,办公用品,杨帆,老客,393.69,4.0,1574.76,0.1101
SO-2025-01404,2025-06-06,华东,南京,家居生活,赵磊,老客,2776.03,12.0,33312.36,0.1491
SO-2025-03821,2025-04-27,华南,深圳,办公用品,陈静,老客,950.07,1.0,950.07,0.0819
SO-2025-00663,2025-02-10,华东,南京,办公用品,赵磊,老客,1909.44,13.0,24822.72,0.2192
SO-2025-04789,2025-05-14,华南,深圳,办公用品,陈静,老客,156.58,9.0,1409.22,0.1366
SO-2025-04421,2025-02-11,华东,杭州,数码配件,王强,老客,1727.94,13.0,22463.22,0.0
SO-2025-02935,2025-06-03,华北,天津,家居生活,周涛,老客,2877.52,14.0,40285.28,0.1843
SO-2025-02745,2025-05-27,西南,重庆,家居生活,徐鹏,老客,2469.35,18.0,44448.3,0.1792
SO-2025-04934,2025-06-27,华南,广州,数码配件,李娜,老客,1196.18,3.0,3588.54,0.1523
SO-2025-01601,2025-01-12,华东,杭州,数码配件,黄霞,新客,999.58,12.0,11994.96,0.1407
SO-2025-01859,2025-01-22,华东,上海,办公用品,孙丽,老客,371.47,5.0,1857.35,0.2258
SO-2025-01194,2025-04-17,西南,成都,家居生活,黄霞,老客,2119.38,17.0,36029.46,0.0854
SO-2025-01024,2025-06-03,华南,广州,办公用品,徐鹏,老客,2939.91,7.0,20579.37,0.1123
SO-2025-03152,2025-02-01,华北,北京,家居生活,孙丽,新客,892.97,8.0,7143.76,0.2127
SO-2025-03137,2025-04-28,华东,杭州,家居生活,黄霞,老客,1468.62,20.0,29372.4,0.2909
SO-2025-00660,2025-06-13,华东,杭州,办公用品,杨帆,老客,824.12,1.0,824.12,0.1618
SO-2025-03067,2025-02-28,华东,上海,家居生活,杨帆,老客,908.05,10.0,9080.5,0.2008
SO-2025-02476,2025-04-12,华东,上海,数码配件,陈静,老客,1810.07,15.0,27151.05,0.2852
SO-2025-03893,2025-06-27,华北,天津,数码配件,周涛,新客,1586.1,11.0,17447.1,0.0
SO-2025-03434,2025-02-09,华东,杭州,办公用品,李娜,老客,2742.87,1.0,2742.87,0.2332
SO-2025-04123,2025-02-23,华北,北京,数码配件,孙丽,新客,2465.36,12.0,29584.32,0.0
SO-2025-00276,2025-06-02,华东,南京,办公用品,周涛,新客,2041.26,8.0,16330.08,0.0241
SO-2025-00183,2025-05-16,华东,南京,家居生活,徐鹏,老客,438.16,14.0,6134.24,0.023
SO-2025-02344,2025-06-19,华南,深圳,办公用品,赵磊,新客,2319.61,,,0.0
SO-2025-02978,2025-03-23,华南,广州,办公用品,黄霞,老客,334.71,,,0.1094
SO-2025-03428,2025-06-10,东北,沈阳,家居生活,黄霞,老客,331.41,19.0,6296.79,0.2391
SO-2025-00888,2025-05-20,华东,上海,数码配件,刘敏,老客,1282.13,1.0,1282.13,0.1112
SO-2025-02734,2025-01-08,华东,上海,家居生活,陈静,老客,743.92,10.0,7439.2,0.1531
SO-2025-03989,2025-06-25,东北,大连,数码配件,刘敏,新客,407.15,14.0,5700.1,0.0515
SO-2025-00688,2025-02-21,华南,深圳,数码配件,赵磊,新客,1737.15,18.0,31268.7,0.0191
SO-2025-01898,2025-03-09,华东,南京,家居生活,陈静,老客,2257.16,3.0,6771.48,0.0
SO-2025-01797,2025-04-24,华东,杭州,家居生活,黄霞,新客,2460.34,14.0,34444.76,0.2784
SO-2025-00306,2025-05-06,华北,天津,家居生活,陈静,新客,2796.81,7.0,19577.67,0.0348
SO-2025-03214,2025-05-01,华东,上海,数码配件,赵磊,老客,1943.67,14.0,27211.38,0.0757
SO-2025-04743,2025-01-24,华东,南京,家居生活,孙丽,新客,597.05,16.0,9552.8,0.1184
SO-2025-03604,2025-01-19,东北,沈阳,家居生活,陈静,老客,710.7,12.0,8528.4,0.2567
SO-2025-01731,2025-02-18,华东,上海,家居生活,王强,老客,1252.04,12.0,15024.48,0.2465
SO-2025-04301,2025-06-01,华南,深圳,数码配件,黄霞,老客,974.37,11.0,10718.07,0.2652
SO-2025-04066,2025-01-25,华东,杭州,数码配件,王强,老客,283.48,8.0,2267.84,0.0665
SO-2025-00208,2025-02-21,华东,南京,办公用品,张伟,新客,231.47,11.0,2546.17,0.2144
SO-2025-01344,2025-04-20,东北,大连,家居生活,刘敏,老客,345.47,18.0,6218.46,0.0
SO-2025-03574,2025-04-29,华北,天津,家居生活,陈静,老客,2502.78,5.0,12513.9,0.2709
SO-2025-02354,2025-02-15,华北,天津,办公用品,黄霞,老客,2756.63,17.0,46862.71,0.213
SO-2025-02051,2025-03-16,华东,南京,办公用品,李娜,新客,238.63,16.0,3818.08,0.075
SO-2025-04486,2025-05-02,西南,重庆,办公用品,刘敏,老客,231.53,20.0,4630.6,0.1055
SO-2025-02099,2025-02-05,华东,杭州,数码配件,刘敏,老客,1217.36,20.0,24347.2,0.0
SO-2025-02218,2025-05-02,东北,大连,家居生活,黄霞,新客,1652.19,14.0,23130.66,0.0205
SO-2025-00745,2025-02-09,华北,,办公用品,张伟,新客,2763.33,9.0,24869.97,0.1002
SO-2025-04863,2025-06-04,西南,重庆,数码配件,王强,老客,2608.15,1.0,2608.15,0.042
SO-2025-02711,2025-01-05,华东,杭州,数码配件,赵磊,老客,2935.98,7.0,20551.86,0.0128
SO-2025-04272,2025-04-19,西南,重庆,办公用品,孙丽,老客,780.56,14.0,10927.84,0.0288
SO-2025-02679,2025-02-21,华北,天津,数码配件,赵磊,老客,1280.32,15.0,19204.8,0.0039
SO-2025-04291,2025-02-15,华东,南京,数码配件,孙丽,老客,2394.28,,,0.0227
SO-2025-03201,2025-03-07,东北,沈阳,数码配件,李娜,新客,291.92,15.0,4378.8,0.0
SO-2025-01808,2025-04-27,华北,天津,办公用品,杨帆,老客,2683.49,7.0,18784.43,0.1187
SO-2025-02830,2025-06-08,华东,南京,办公用品,杨帆,老客,2710.93,17.0,46085.81,0.161
SO-2025-04300,2025-05-18,华北,北京,家居生活,陈静,老客,2720.24,9.0,24482.16,0.2747
SO-2025-00153,2025-02-11,华北,北京,办公用品,杨帆,新客,1629.61,8.0,13036.88,0.164
SO-2025-00620,2025-06-05,西南,成都,办公用品,赵磊,老客,2878.15,,,0.0974
SO-2025-02956,2025-03-20,华东,杭州,数码配件,吴倩,老客,2452.14,8.0,19617.12,0.2546
SO-2025-04689,2025-02-13,华南,广州,办公用品,张伟,新客,1384.37,8.0,11074.96,0.2336
SO-2025-04163,2025-01-23,华北,天津,办公用品,刘敏,新客,1966.35,13.0,25562.55,0.2819
SO-2025-04734,2025-03-06,东北,大连,家居生活,周涛,老客,1046.38,3.0,3139.14,0.049
SO-2025-02586,2025-03-17,华北,天津,数码配件,刘敏,老客,481.86,18.0,8673.48,0.0959
SO-2025-02413,2025-02-08,华北,北京,办公用品,张伟,新客,1812.65,17.0,30815.05,0.1983
SO-2025-00635,2025-04-18,华东,南京,数码配件,徐鹏,老客,1065.75,1.0,1065.75,0.2072
SO-2025-02273,2025-01-28,西南,重庆,数码配件,张伟,老客,155.37,19.0,2952.03,0.0
SO-2025-04268,2025-06-21,西南,成都,办公用品,徐鹏,老客,811.91,9.0,7307.19,0.124
SO-2025-02056,2025-02-10,东北,大连,办公用品,李娜,老客,379.7,2.0,759.4,0.0005
SO-2025-04140,2025-04-26,华北,北京,数码配件,张伟,老客,2030.25,8.0,16242.0,0.2483
SO-2025-00242,2025-03-29,华东,杭州,家居生活,吴倩,新客,2767.21,9.0,24904.89,0.0
SO-2025-02930,2025-01-24,华南,广州,办公用品,赵磊,新客,1111.75,12.0,13341.0,0.2394
SO-2025-04769,2025-06-22,华南,广州,办公用品,吴倩,新客,254.89,7.0,1784.23,0.1433
SO-2025-04821,2025-03-20,华东,南京,数码配件,刘敏,新客,1730.33,4.0,6921.32,0.1787
SO-2025-03153,2025-03-28,华东,杭州,办公用品,刘敏,新客,793.45,1.0,793.45,0.2531
SO-2025-04461,2025-05-18,华北,北京,办公用品,周涛,老客,1057.41,14.0,14803.74,0.026
SO-2025-00437,2025-05-30,华北,北京,办公用品,陈静,老客,224.03,1.0,224.03,0.0205
SO-2025-03200,2025-06-11,西南,重庆,家居生活,孙丽,老客,2055.06,10.0,20550.6,0.1923
SO-2025-03734,2025-04-01,华东,南京,数码配件,王强,老客,817.14,7.0,5719.98,0.0143
SO-2025-02138,2025-05-30,西南,重庆,数码配件,孙丽,老客,2599.3,8.0,20794.4,0.0102
SO-2025-01660,2025-02-20,华东,杭州,办公用品,周涛,新客,831.82,,,0.0046
SO-2025-00084,2025-04-22,华东,上海,数码配件,张伟,新客,78.39,7.0,548.73,0.0441
SO-2025-03249,2025-06-16,华北,北京,办公用品,黄霞,新客,1518.5,8.0,12148.0,0.01
SO-2025-00812,2025-05-06,东北,大连,办公用品,刘敏,新客,639.4,2.0,1278.8,0.1557
SO-2025-02307,2025-02-12,华北,北京,办公用品,陈静,老客,648.06,1.0,648.06,0.2291
SO-2025-03394,2025-02-04,华南,广州,数码配件,王强,新客,2188.92,20.0,43778.4,0.0
SO-2025-01684,2025-04-28,华东,杭州,家居生活,李娜,新客,220.23,5.0,1101.15,0.2708
SO-2025-00851,2025-04-28,华东,杭州,家居生活,李娜,新客,428.98,2.0,857.96,0.2077
SO-2025-03242,2025-02-08,东北,沈阳,办公用品,李娜,老客,382.57,18.0,6886.26,0.2201
SO-2025-04439,2025-03-04,华东,上海,数码配件,陈静,新客,2184.65,14.0,30585.1,0.0002
SO-2025-03548,2025-01-10,华东,上海,办公用品,王强,新客,1791.79,7.0,12542.53,0.1503
SO-2025-04626,2025-04-30,西南,重庆,办公用品,黄霞,老客,2222.49,3.0,6667.47,0.1146
SO-2025-04526,2025-03-25,华南,广州,家居生活,陈静,新客,2244.14,3.0,6732.42,0.1756
SO-2025-00461,2025-01-21,华东,南京,办公用品,孙丽,老客,174.33,17.0,2963.61,0.041
SO-2025-04042,2025-03-10,华东,杭州,数码配件,刘敏,老客,1514.61,12.0,18175.32,0.1513
SO-2025-00282,2025-04-11,华东,上海,数码配件,赵磊,老客,2911.17,2.0,5822.34,0.0
SO-2025-00204,2025-02-18,华东,南京,数码配件,李娜,新客,2227.29,1.0,2227.29,0.0038
SO-2025-04493,2025-01-18,华东,南京,办公用品,陈静,新客,2497.13,20.0,49942.6,0.1831
SO-2025-01527,2025-06-14,华北,天津,家居生活,陈静,新客,1807.78,15.0,27116.7,0.0645
SO-2025-02156,2025-02-18,华东,南京,数码配件,孙丽,老客,2639.33,2.0,5278.66,0.0
SO-2025-02061,2025-06-28,华东,杭州,办公用品,吴倩,新客,723.98,18.0,13031.64,0.2986
SO-2025-00165,2025-05-04,华北,北京,数码配件,黄霞,新客,2614.2,10.0,26142.0,0.1324
SO-2025-01225,2025-02-22,西南,成都,家居生活,张伟,新客,620.01,1.0,620.01,0.0847
SO-2025-02489,2025-04-09,华南,广州,办公用品,赵磊,老客,150.85,15.0,2262.75,0.1727
SO-2025-03927,2025-01-04,西南,成都,办公用品,刘敏,老客,1057.7,3.0,3173.1,0.0648
SO-2025-04260,2025-03-29,东北,大连,数码配件,黄霞,老客,1913.77,2.0,3827.54,0.1988
SO-2025-01444,2025-01-02,华东,上海,家居生活,陈静,新客,1692.28,2.0,3384.56,0.1206
SO-2025-03530,2025-02-28,华东,南京,办公用品,孙丽,老客,1789.98,7.0,12529.86,0.0665
SO-2025-00138,2025-03-05,西南,成都,数码配件,孙丽,老客,1171.18,19.0,22252.42,0.0
SO-2025-03412,2025-01-19,华北,北京,数码配件,吴倩,老客,1985.18,4.0,7940.72,0.1023
SO-2025-01156,2025-05-21,华东,上海,办公用品,孙丽,新客,2150.13,11.0,23651.43,0.0316
SO-2025-02023,2025-06-17,华东,南京,数码配件,陈静,老客,2767.51,4.0,11070.04,0.0652
SO-2025-04415,2025-05-06,西南,成都,家居生活,陈静,老客,1340.02,8.0,10720.16,0.0093
SO-2025-02585,2025-01-02,华北,天津,家居生活,刘敏,老客,2367.4,10.0,23674.0,0.2382
SO-2025-04854,2025-06-14,华东,杭州,办公用品,吴倩,新客,2212.03,9.0,19908.27,0.2403
SO-2025-01478,2025-03-26,华北,北京,数码配件,陈静,老客,450.7,6.0,2704.2,0.0226
SO-2025-03627,2025-04-27,华南,广州,办公用品,杨帆,新客,944.2,5.0,4721.0,0.2737
SO-2025-01327,2025-02-13,华南,广州,家居生活,李娜,老客,1332.73,19.0,25321.87,0.001
SO-2025-02807,2025-04-02,华南,深圳,办公用品,赵磊,老客,2112.84,10.0,21128.4,0.0108
SO-2025-01324,2025-01-04,华北,北京,家居生活,陈静,新客,2740.8,19.0,52075.2,0.0293
SO-2025-00338,2025-03-27,华东,南京,数码配件,陈静,老客,39.68,13.0,515.84,0.0682
SO-2025-03172,2025-03-23,华南,深圳,办公用品,周涛,老客,189.38,3.0,568.14,0.1486
SO-2025-00370,2025-03-03,西南,成都,办公用品,李娜,老客,2846.34,10.0,28463.4,0.0706
SO-2025-03046,2025-05-27,华北,天津,数码配件,徐鹏,新客,1246.67,,,0.1443
SO-2025-01656,2025-04-02,华东,杭州,数码配件,孙丽,新客,2210.97,3.0,6632.91,0.1339
SO-2025-02013,2025-02-22,华北,天津,家居生活,李娜,老客,2288.27,5.0,11441.35,0.2123
SO-2025-01131,2025-01-25,华北,北京,数码配件,张伟,老客,2158.43,18.0,38851.74,0.1846
SO-2025-03236,2025-01-31,东北,大连,办公用品,徐鹏,老客,1641.23,13.0,21335.99,0.2996
SO-2025-04782,2025-05-20,东北,沈阳,家居生活,杨帆,新客,1301.91,20.0,26038.2,0.264
SO-2025-01990,2025-01-29,华东,上海,办公用品,黄霞,新客,1849.66,4.0,7398.64,0.0
SO-2025-02301,2025-04-04,华南,深圳,数码配件,吴倩,新客,1101.07,18.0,19819.26,0.1697
SO-2025-04398,2025-02-26,华东,南京,办公用品,李娜,老客,2284.99,10.0,22849.9,0.2785
SO-2025-01551,2025-06-11,华北,北京,数码配件,孙丽,老客,2984.12,10.0,29841.2,0.2859
SO-2025-02048,2025-04-02,华东,上海,数码配件,孙丽,新客,2323.05,8.0,18584.4,0.0186
SO-2025-03732,2025-02-22,华南,广州,办公用品,张伟,老客,1653.27,13.0,21492.51,0.1391
SO-2025-04893,2025-02-22,华东,杭州,办公用品,张伟,老客,2982.24,17.0,50698.08,0.2901
SO-2025-02418,2025-05-06,华东,上海,办公用品,赵磊,新客,1063.29,13.0,13822.77,0.1986
SO-2025-00381,2025-03-03,东北,大连,办公用品,刘敏,新客,2854.07,6.0,17124.42,0.0556
SO-2025-00928,2025-03-20,华南,广州,家居生活,徐鹏,新客,1343.86,4.0,5375.44,0.1252
SO-2025-01390,2025-02-03,东北,沈阳,家居生活,吴倩,老客,1569.94,12.0,18839.28,0.0617
SO-2025-01933,2025-04-19,西南,重庆,数码配件,王强,老客,433.26,9.0,3899.34,0.2563
SO-2025-02954,2025-06-01,华北,北京,办公用品,杨帆,老客,41.51,4.0,166.04,0.0
SO-2025-02285,2025-06-15,华东,上海,数码配件,陈静,新客,2281.25,17.0,38781.25,0.2535
SO-2025-02422,2025-02-09,西南,成都,数码配件,徐鹏,新客,1784.8,2.0,3569.6,0.0861
SO-2025-01507,2025-04-23,华北,天津,数码配件,王强,新客,2507.29,5.0,12536.45,0.0936
SO-2025-03350,2025-01-05,华东,上海,数码配件,刘敏,新客,351.02,2.0,702.04,0.1911
SO-2025-04328,2025-01-18,西南,成都,办公用品,李娜,新客,377.73,19.0,7176.87,0.1292
SO-2025-02936,2025-06-16,华北,天津,办公用品,张伟,新客,371.9,9.0,3347.1,0.1905
SO-2025-03937,2025-03-19,华南,深圳,办公用品,刘敏,老客,1821.03,17.0,30957.51,0.0989
SO-2025-04063,2025-03-07,华南,广州,办公用品,李娜,老客,888.03,2.0,1776.06,0.0257
SO-2025-04184,2025-05-10,东北,大连,家居生活,黄霞,老客,911.01,8.0,7288.08,0.08
SO-2025-02319,2025-02-13,东北,大连,家居生活,李娜,老客,2976.63,16.0,47626.08,0.2735
SO-2025-03629,2025-04-02,华东,杭州,家居生活,孙丽,老客,1323.08,20.0,26461.6,0.1725
SO-2025-02861,2025-05-13,华北,北京,数码配件,徐鹏,老客,1366.16,2.0,2732.32,0.0
SO-2025-00693,2025-04-20,华北,天津,家居生活,杨帆,老客,1456.0,13.0,18928.0,0.1535
SO-2025-02435,2025-05-24,东北,大连,办公用品,刘敏,老客,1654.18,13.0,21504.34,0.1542
SO-2025-00139,2025-01-08,华东,杭州,办公用品,杨帆,新客,2458.33,5.0,12291.65,0.223
SO-2025-01229,2025-03-02,华东,杭州,办公用品,李娜,老客,226.26,6.0,1357.56,0.0573
SO-2025-01339,2025-03-10,华北,天津,数码配件,王强,新客,24.22,2.0,48.44,0.1816
SO-2025-00634,2025-04-24,华东,上海,办公用品,吴倩,老客,1575.21,18.0,28353.78,0.2836
SO-2025-04988,2025-01-11,东北,沈阳,家居生活,王强,老客,474.73,11.0,5222.03,0.0571
SO-2025-00726,2025-06-13,华东,南京,数码配件,王强,新客,795.26,5.0,3976.3,0.2046
SO-2025-03943,2025-01-25,华南,广州,办公用品,张伟,老客,278.19,5.0,1390.95,0.1937
SO-2025-02870,2025-02-19,华南,深圳,办公用品,杨帆,老客,2376.68,2.0,4753.36,0.2873
SO-2025-04172,2025-05-22,东北,沈阳,数码配件,刘敏,新客,2681.53,,,0.0052
SO-2025-01221,2025-04-23,华东,上海,数码配件,陈静,老客,2880.84,4.0,11523.36,0.0896
SO-2025-03531,2025-03-15,华东,杭州,办公用品,黄霞,老客,892.74,16.0,14283.84,0.0073
SO-2025-01308,2025-06-01,华东,杭州,家居生活,刘敏,老客,257.98,6.0,1547.88,0.0407
SO-2025-03580,2025-05-07,西南,成都,数码配件,杨帆,新客,728.3,16.0,11652.8,0.2904
SO-2025-03583,2025-03-31,华南,广州,数码配件,陈静,老客,757.08,2.0,1514.16,0.2495
SO-2025-00082,2025-03-03,西南,成都,办公用品,王强,新客,2843.76,20.0,56875.2,0.1899
SO-2025-04485,2025-01-29,华东,南京,办公用品,吴倩,老客,580.09,13.0,7541.17,0.1617
SO-2025-00409,2025-04-22,东北,沈阳,办公用品,陈静,新客,1159.69,7.0,8117.83,0.2636
SO-2025-03628,2025-03-27,华南,深圳,办公用品,孙丽,新客,57.93,1.0,57.93,0.055
SO-2025-01824,2025-01-17,华南,深圳,数码配件,李娜,新客,957.24,17.0,16273.08,0.0391
SO-2025-00549,2025-05-21,华北,北京,数码配件,杨帆,老客,1134.06,7.0,7938.42,0.044
SO-2025-02584,2025-02-12,华东,南京,数码配件,周涛,新客,1957.18,7.0,13700.26,0.126
SO-2025-04531,2025-06-13,华东,上海,数码配件,吴倩,老客,1495.54,15.0,22433.1,0.1619
SO-2025-00044,2025-02-13,西南,重庆,数码配件,赵磊,老客,897.18,14.0,12560.52,0.1454
SO-2025-04277,2025-05-17,西南,重庆,办公用品,刘敏,新客,592.23,7.0,4145.61,0.0
SO-2025-02624,2025-05-08,华南,广州,办公用品,孙丽,老客,2468.47,19.0,46900.93,0.018
SO-2025-03534,2025-05-14,华南,广州,家居生活,王强,新客,1133.29,17.0,19265.93,0.2663
SO-2025-02080,2025-04-08,华北,北京,数码配件,李娜,老客,1944.85,15.0,29172.75,0.1768
SO-2025-01151,2025-01-05,西南,成都,家居生活,徐鹏,新客,1749.06,8.0,13992.48,0.2525
SO-2025-01266,2025-01-22,华东,上海,家居生活,孙丽,老客,1212.2,20.0,24244.0,0.2319
SO-2025-01484,2025-03-03,华南,深圳,数码配件,孙丽,老客,2350.61,18.0,42310.98,0.2703
SO-2025-02460,2025-03-11,西南,成都,数码配件,吴倩,老客,581.21,14.0,8136.94,0.0
SO-2025-03115,2025-01-23,华南,广州,办公用品,陈静,新客,2991.78,4.0,11967.12,0.0123
